1;254
2;509
3;510
4;762
5;762
6;762
7;762
8;1017
9;1016
10;1020
11;1015
12;1018
13;1018
14;1015
15;1018
16;1269
17;1266
18;1266
19;1270
20;1267
21;1270
22;1269
23;1273
24;1272
25;1269
26;1272
27;1271
28;1268
29;1267
