1;256
2;761
3;761
4;1781
5;1778
6;1778
7;1775
8;3807
9;3808
10;3806
11;3802
12;3803
13;3802
14;3807
15;3800
16;7856
17;7867
18;7871
19;7868
20;7869
21;7872
22;7870
23;7870
24;7874
25;7944
26;7873
27;7875
28;7869
29;7869
